Schema Element,TotalCount
http://www.wikidata.org/entity/Q10379,26
http://www.wikidata.org/entity/Q1038158,1
http://www.wikidata.org/entity/Q103817,11
http://www.wikidata.org/entity/Q10384,7
http://www.wikidata.org/entity/Q10384029,7
http://www.wikidata.org/entity/Q10384156,2
http://www.wikidata.org/entity/Q10387689,2
http://www.wikidata.org/entity/Q103903,2
http://www.wikidata.org/entity/Q103930,2
http://www.wikidata.org/entity/Q1039648,7
http://www.wikidata.org/entity/Q104021,8
http://www.wikidata.org/entity/Q104053,1
http://www.wikidata.org/entity/Q1040689,27
http://www.wikidata.org/entity/Q104083,2
http://www.wikidata.org/entity/Q104085,7
http://www.wikidata.org/entity/Q1041205,2
http://www.wikidata.org/entity/Q1041225,2
http://www.wikidata.org/entity/Q1041418,2
http://www.wikidata.org/entity/Q104157,10
http://www.wikidata.org/entity/Q1041682,2
http://www.wikidata.org/entity/Q10416961,5
http://www.wikidata.org/entity/Q104251,15
http://www.wikidata.org/entity/Q104309,1
http://www.wikidata.org/entity/Q104319,2
http://www.wikidata.org/entity/Q10438410,7
http://www.wikidata.org/entity/Q1044427,4
http://www.wikidata.org/entity/Q104499,1
http://www.wikidata.org/entity/Q104526,26
http://www.wikidata.org/entity/Q104541,5
http://www.wikidata.org/entity/Q1045481,9
http://www.wikidata.org/entity/Q104555,4
http://www.wikidata.org/entity/Q1046315,4
http://www.wikidata.org/entity/Q104641,6
http://www.wikidata.org/entity/Q1046788,2
http://www.wikidata.org/entity/Q104680,4
http://www.wikidata.org/entity/Q1047113,20
http://www.wikidata.org/entity/Q1047437,4
http://www.wikidata.org/entity/Q1047443,1
http://www.wikidata.org/entity/Q1047698,1
http://www.wikidata.org/entity/Q10480682,6
http://www.wikidata.org/entity/Q10482023,2
http://www.wikidata.org/entity/Q1048314,4
http://www.wikidata.org/entity/Q1048390,3
http://www.wikidata.org/entity/Q104843,3
http://www.wikidata.org/entity/Q1048525,8
http://www.wikidata.org/entity/Q1048835,81
http://www.wikidata.org/entity/Q1048902,3
http://www.wikidata.org/entity/Q1049021,3
http://www.wikidata.org/entity/Q1049294,2
http://www.wikidata.org/entity/Q104934,3
http://www.wikidata.org/entity/Q10493486,1
http://www.wikidata.org/entity/Q1049655,7
http://www.wikidata.org/entity/Q1049852,9
http://www.wikidata.org/entity/Q105,14
http://www.wikidata.org/entity/Q105000,2
http://www.wikidata.org/entity/Q1051265,2
http://www.wikidata.org/entity/Q10513445,3
http://www.wikidata.org/entity/Q10513450,4
http://www.wikidata.org/entity/Q10513452,1
http://www.wikidata.org/entity/Q1051411,1
http://www.wikidata.org/entity/Q10517054,4
http://www.wikidata.org/entity/Q1051772,4
http://www.wikidata.org/entity/Q105186,20
http://www.wikidata.org/entity/Q105190,1
http://www.wikidata.org/entity/Q10519151,21
http://www.wikidata.org/entity/Q1052,1
http://www.wikidata.org/entity/Q105210,2
http://www.wikidata.org/entity/Q1052281,257
http://www.wikidata.org/entity/Q105269,30
http://www.wikidata.org/entity/Q1052743,2
http://www.wikidata.org/entity/Q1053,3
http://www.wikidata.org/entity/Q10532470,2
http://www.wikidata.org/entity/Q1053399,2
http://www.wikidata.org/entity/Q1053463,4
http://www.wikidata.org/entity/Q105420,18
http://www.wikidata.org/entity/Q105434,1
http://www.wikidata.org/entity/Q1054444,5
http://www.wikidata.org/entity/Q1054545,7
http://www.wikidata.org/entity/Q1054574,1
http://www.wikidata.org/entity/Q1054799,71
http://www.wikidata.org/entity/Q1054813,123
http://www.wikidata.org/entity/Q1054898,3
http://www.wikidata.org/entity/Q10550013,1
http://www.wikidata.org/entity/Q1055028,6
http://www.wikidata.org/entity/Q105513,10
http://www.wikidata.org/entity/Q1055307,1
http://www.wikidata.org/entity/Q10553309,98
http://www.wikidata.org/entity/Q1055894,45
http://www.wikidata.org/entity/Q105611,3
http://www.wikidata.org/entity/Q1056391,12
http://www.wikidata.org/entity/Q1056396,1
http://www.wikidata.org/entity/Q105650,9
http://www.wikidata.org/entity/Q1056607,1
http://www.wikidata.org/entity/Q1056832,5
http://www.wikidata.org/entity/Q1057,14
http://www.wikidata.org/entity/Q1057079,2
http://www.wikidata.org/entity/Q10571400,1
http://www.wikidata.org/entity/Q1057172,1
http://www.wikidata.org/entity/Q1057174,2
http://www.wikidata.org/entity/Q1057179,6
http://www.wikidata.org/entity/Q10571983,1
http://www.wikidata.org/entity/Q1057303,2
http://www.wikidata.org/entity/Q105731,34
http://www.wikidata.org/entity/Q105738,3
http://www.wikidata.org/entity/Q10578722,38
http://www.wikidata.org/entity/Q1057954,12
http://www.wikidata.org/entity/Q1058325,2
http://www.wikidata.org/entity/Q10585806,3
http://www.wikidata.org/entity/Q1058691,2
http://www.wikidata.org/entity/Q1058795,4
http://www.wikidata.org/entity/Q1058891,2
http://www.wikidata.org/entity/Q1058914,43
http://www.wikidata.org/entity/Q1059324,9
http://www.wikidata.org/entity/Q1059407,2
http://www.wikidata.org/entity/Q105999,2
http://www.wikidata.org/entity/Q1060062,3
http://www.wikidata.org/entity/Q106016,2
http://www.wikidata.org/entity/Q1060280,1
http://www.wikidata.org/entity/Q106039,4
http://www.wikidata.org/entity/Q1060682,1
http://www.wikidata.org/entity/Q1060829,23
http://www.wikidata.org/entity/Q1060855,6
http://www.wikidata.org/entity/Q106094,3
http://www.wikidata.org/entity/Q106106,1
http://www.wikidata.org/entity/Q1061108,1
http://www.wikidata.org/entity/Q1061151,3
http://www.wikidata.org/entity/Q1061197,1
http://www.wikidata.org/entity/Q1062083,9
http://www.wikidata.org/entity/Q1062332,1
http://www.wikidata.org/entity/Q10623719,1
http://www.wikidata.org/entity/Q1062396,3
http://www.wikidata.org/entity/Q106252,1
http://www.wikidata.org/entity/Q1062531,1
http://www.wikidata.org/entity/Q106259,2
http://www.wikidata.org/entity/Q1062593,1
http://www.wikidata.org/entity/Q1062780,8
http://www.wikidata.org/entity/Q1062856,5
http://www.wikidata.org/entity/Q1062990,1
http://www.wikidata.org/entity/Q10630822,3
http://www.wikidata.org/entity/Q1063239,9
http://www.wikidata.org/entity/Q1063423,9
http://www.wikidata.org/entity/Q1063430,11
http://www.wikidata.org/entity/Q1063547,7
http://www.wikidata.org/entity/Q10638581,2
http://www.wikidata.org/entity/Q10648343,31
http://www.wikidata.org/entity/Q1064904,2
http://www.wikidata.org/entity/Q1064905,1
http://www.wikidata.org/entity/Q1065,623
http://www.wikidata.org/entity/Q1065118,6
http://www.wikidata.org/entity/Q1065413,1
http://www.wikidata.org/entity/Q10655178,12
http://www.wikidata.org/entity/Q1065579,14
http://www.wikidata.org/entity/Q1065656,2
http://www.wikidata.org/entity/Q1066186,2
http://www.wikidata.org/entity/Q106658,277
http://www.wikidata.org/entity/Q1066689,1
http://www.wikidata.org/entity/Q10669269,2
http://www.wikidata.org/entity/Q10669482,2
http://www.wikidata.org/entity/Q1066984,8
http://www.wikidata.org/entity/Q1066997,1
http://www.wikidata.org/entity/Q1067164,4
http://www.wikidata.org/entity/Q1067324,16
http://www.wikidata.org/entity/Q10675206,18
http://www.wikidata.org/entity/Q1067935,3
http://www.wikidata.org/entity/Q1068126,2
http://www.wikidata.org/entity/Q1068162,2
http://www.wikidata.org/entity/Q1068473,7
http://www.wikidata.org/entity/Q10685476,4
http://www.wikidata.org/entity/Q1068623,20
http://www.wikidata.org/entity/Q1068636,1
http://www.wikidata.org/entity/Q1068715,1
http://www.wikidata.org/entity/Q10687729,2
http://www.wikidata.org/entity/Q1068809,2
http://www.wikidata.org/entity/Q1068842,3
http://www.wikidata.org/entity/Q10689397,2
http://www.wikidata.org/entity/Q1069,4
http://www.wikidata.org/entity/Q1069116,5
http://www.wikidata.org/entity/Q10693,4
http://www.wikidata.org/entity/Q1069369,4
http://www.wikidata.org/entity/Q10694573,2
http://www.wikidata.org/entity/Q1069725,3
http://www.wikidata.org/entity/Q107,16
http://www.wikidata.org/entity/Q1070016,4
http://www.wikidata.org/entity/Q107013,1
http://www.wikidata.org/entity/Q1070290,3
http://www.wikidata.org/entity/Q1070669,13
http://www.wikidata.org/entity/Q1070938,2
http://www.wikidata.org/entity/Q1070990,4
http://www.wikidata.org/entity/Q1071,19
http://www.wikidata.org/entity/Q1071027,43
http://www.wikidata.org/entity/Q10711413,2
http://www.wikidata.org/entity/Q1071233,1
http://www.wikidata.org/entity/Q10712411,2
http://www.wikidata.org/entity/Q1071285,1
http://www.wikidata.org/entity/Q10713132,2
http://www.wikidata.org/entity/Q1071389,1
http://www.wikidata.org/entity/Q10715094,1
http://www.wikidata.org/entity/Q107184,1
http://www.wikidata.org/entity/Q1071953,22
http://www.wikidata.org/entity/Q1072,5
http://www.wikidata.org/entity/Q1072091,2
http://www.wikidata.org/entity/Q1072166,2
http://www.wikidata.org/entity/Q1072190,1
http://www.wikidata.org/entity/Q107231,9
http://www.wikidata.org/entity/Q1072363,1
http://www.wikidata.org/entity/Q10729326,12
http://www.wikidata.org/entity/Q1072961,1
http://www.wikidata.org/entity/Q1073,40
http://www.wikidata.org/entity/Q1073121,1
http://www.wikidata.org/entity/Q10732476,4
http://www.wikidata.org/entity/Q1073467,3
http://www.wikidata.org/entity/Q1073579,2
http://www.wikidata.org/entity/Q10737,180
http://www.wikidata.org/entity/Q107390,48
http://www.wikidata.org/entity/Q1074,4
http://www.wikidata.org/entity/Q1074069,1
http://www.wikidata.org/entity/Q1074076,3
http://www.wikidata.org/entity/Q1074173,8
http://www.wikidata.org/entity/Q10742,51
http://www.wikidata.org/entity/Q107425,55
http://www.wikidata.org/entity/Q107429,1
http://www.wikidata.org/entity/Q107444,1
http://www.wikidata.org/entity/Q1074523,1
http://www.wikidata.org/entity/Q1074814,2
http://www.wikidata.org/entity/Q1074821,1
http://www.wikidata.org/entity/Q1075,189
http://www.wikidata.org/entity/Q1075138,2
http://www.wikidata.org/entity/Q10751953,2
http://www.wikidata.org/entity/Q10752679,1
http://www.wikidata.org/entity/Q1075310,7
http://www.wikidata.org/entity/Q10756188,1
http://www.wikidata.org/entity/Q1075651,8
http://www.wikidata.org/entity/Q1075664,4
http://www.wikidata.org/entity/Q1076087,5
http://www.wikidata.org/entity/Q1076099,1
http://www.wikidata.org/entity/Q1076105,1
http://www.wikidata.org/entity/Q1076124,5
http://www.wikidata.org/entity/Q1076389,8
http://www.wikidata.org/entity/Q1076421,6
http://www.wikidata.org/entity/Q1076486,12
http://www.wikidata.org/entity/Q1076502,1
http://www.wikidata.org/entity/Q1076579,3
http://www.wikidata.org/entity/Q1076664,1
http://www.wikidata.org/entity/Q1076693,2
http://www.wikidata.org/entity/Q107679,25
http://www.wikidata.org/entity/Q1076874,4
http://www.wikidata.org/entity/Q1076968,6
http://www.wikidata.org/entity/Q1077067,5
http://www.wikidata.org/entity/Q1077097,6
http://www.wikidata.org/entity/Q107711,7
http://www.wikidata.org/entity/Q107715,11
http://www.wikidata.org/entity/Q1077209,2
http://www.wikidata.org/entity/Q1077333,2
http://www.wikidata.org/entity/Q1077388,1
http://www.wikidata.org/entity/Q10774753,11
http://www.wikidata.org/entity/Q1077603,8
http://www.wikidata.org/entity/Q1077701,220
http://www.wikidata.org/entity/Q1077784,4
http://www.wikidata.org/entity/Q1078001,1
http://www.wikidata.org/entity/Q1078222,5
http://www.wikidata.org/entity/Q1078765,67
http://www.wikidata.org/entity/Q1078913,1
http://www.wikidata.org/entity/Q1079023,7
http://www.wikidata.org/entity/Q10791,25
http://www.wikidata.org/entity/Q1079196,1
http://www.wikidata.org/entity/Q107994,3
http://www.wikidata.org/entity/Q108,40
http://www.wikidata.org/entity/Q10800557,694
http://www.wikidata.org/entity/Q10811,6
http://www.wikidata.org/entity/Q1081138,23
http://www.wikidata.org/entity/Q108149,4
http://www.wikidata.org/entity/Q1081491,4
http://www.wikidata.org/entity/Q10817602,1
http://www.wikidata.org/entity/Q10819807,1
http://www.wikidata.org/entity/Q108256,15
http://www.wikidata.org/entity/Q108325,16
http://www.wikidata.org/entity/Q10833314,150
http://www.wikidata.org/entity/Q10836209,5
http://www.wikidata.org/entity/Q1084,8
http://www.wikidata.org/entity/Q108429,1
http://www.wikidata.org/entity/Q10842936,4
http://www.wikidata.org/entity/Q10843263,8
http://www.wikidata.org/entity/Q10843402,17
http://www.wikidata.org/entity/Q10843872,4
http://www.wikidata.org/entity/Q1085001,1
http://www.wikidata.org/entity/Q10855242,9
http://www.wikidata.org/entity/Q10856,2
http://www.wikidata.org/entity/Q10856962,34
http://www.wikidata.org/entity/Q10858537,1
http://www.wikidata.org/entity/Q1085860,1
http://www.wikidata.org/entity/Q10859422,2
http://www.wikidata.org/entity/Q10861465,10
http://www.wikidata.org/entity/Q10862618,1
http://www.wikidata.org/entity/Q10864048,972
http://www.wikidata.org/entity/Q1086618,2
http://www.wikidata.org/entity/Q10866633,13
http://www.wikidata.org/entity/Q1086863,14
http://www.wikidata.org/entity/Q108689,1
http://www.wikidata.org/entity/Q1087,1
http://www.wikidata.org/entity/Q10870555,6
http://www.wikidata.org/entity/Q10871364,97
http://www.wikidata.org/entity/Q10871684,3
http://www.wikidata.org/entity/Q10873124,210
http://www.wikidata.org/entity/Q10874,38
http://www.wikidata.org/entity/Q10876,31
http://www.wikidata.org/entity/Q10876391,324
http://www.wikidata.org/entity/Q10877961,1
http://www.wikidata.org/entity/Q10878611,3
http://www.wikidata.org/entity/Q1088,48
http://www.wikidata.org/entity/Q1088156,15
http://www.wikidata.org/entity/Q10884,57
http://www.wikidata.org/entity/Q1088484,1
http://www.wikidata.org/entity/Q1088552,3
http://www.wikidata.org/entity/Q108874,3
http://www.wikidata.org/entity/Q1089579,2
http://www.wikidata.org/entity/Q109,9
http://www.wikidata.org/entity/Q1090,5
http://www.wikidata.org/entity/Q10901350,38
http://www.wikidata.org/entity/Q109108,14
http://www.wikidata.org/entity/Q10915943,1
http://www.wikidata.org/entity/Q10916116,3
http://www.wikidata.org/entity/Q10916362,6
http://www.wikidata.org/entity/Q10918728,1
http://www.wikidata.org/entity/Q10922,38
http://www.wikidata.org/entity/Q10926413,5
http://www.wikidata.org/entity/Q10931,13
http://www.wikidata.org/entity/Q1093434,8
http://www.wikidata.org/entity/Q1093580,63
http://www.wikidata.org/entity/Q1093829,40
http://www.wikidata.org/entity/Q109391,1
http://www.wikidata.org/entity/Q1093954,2
http://www.wikidata.org/entity/Q1094,4
http://www.wikidata.org/entity/Q10943,55
http://www.wikidata.org/entity/Q1094397,2
http://www.wikidata.org/entity/Q1094707,1
http://www.wikidata.org/entity/Q10956917,1
http://www.wikidata.org/entity/Q1096,4
http://www.wikidata.org/entity/Q1096010,1
http://www.wikidata.org/entity/Q109607,15
http://www.wikidata.org/entity/Q1097498,12
http://www.wikidata.org/entity/Q1097630,224
http://www.wikidata.org/entity/Q10978,3
http://www.wikidata.org/entity/Q1098,22
http://www.wikidata.org/entity/Q10980,4
http://www.wikidata.org/entity/Q10988133,1
http://www.wikidata.org/entity/Q10988986,2
http://www.wikidata.org/entity/Q10990,32
http://www.wikidata.org/entity/Q10992055,40
http://www.wikidata.org/entity/Q10998,5
http://www.wikidata.org/entity/Q110,4
http://www.wikidata.org/entity/Q11000047,9
http://www.wikidata.org/entity/Q11002,4
http://www.wikidata.org/entity/Q11004,62
http://www.wikidata.org/entity/Q11006,2
http://www.wikidata.org/entity/Q1100736,1
http://www.wikidata.org/entity/Q110079,1
http://www.wikidata.org/entity/Q11009,6
http://www.wikidata.org/entity/Q11009654,1
http://www.wikidata.org/entity/Q11012,32
http://www.wikidata.org/entity/Q110145,1
http://www.wikidata.org/entity/Q11016,24
http://www.wikidata.org/entity/Q110176,2
http://www.wikidata.org/entity/Q11019,32
http://www.wikidata.org/entity/Q11022,4
http://www.wikidata.org/entity/Q11023,36
http://www.wikidata.org/entity/Q11024,10
http://www.wikidata.org/entity/Q11028,10
http://www.wikidata.org/entity/Q1103,5
http://www.wikidata.org/entity/Q11030,8
http://www.wikidata.org/entity/Q11032,345
http://www.wikidata.org/entity/Q11033,15
http://www.wikidata.org/entity/Q11034,1
http://www.wikidata.org/entity/Q11035,14
http://www.wikidata.org/entity/Q11042,51
http://www.wikidata.org/entity/Q11047409,1
http://www.wikidata.org/entity/Q11053,71
http://www.wikidata.org/entity/Q1106,2
http://www.wikidata.org/entity/Q11060274,74
http://www.wikidata.org/entity/Q11063,55
http://www.wikidata.org/entity/Q11064354,1
http://www.wikidata.org/entity/Q1106575,3
http://www.wikidata.org/entity/Q1107,134
http://www.wikidata.org/entity/Q1107656,14
http://www.wikidata.org/entity/Q1107679,5
http://www.wikidata.org/entity/Q11079823,1
http://www.wikidata.org/entity/Q11081,69
http://www.wikidata.org/entity/Q11081619,3
http://www.wikidata.org/entity/Q11085,66
http://www.wikidata.org/entity/Q11085831,6
http://www.wikidata.org/entity/Q11086742,96
http://www.wikidata.org/entity/Q110874,4
http://www.wikidata.org/entity/Q11087449,6
http://www.wikidata.org/entity/Q110910,5
http://www.wikidata.org/entity/Q11092266,5
http://www.wikidata.org/entity/Q1109562,1
http://www.wikidata.org/entity/Q11101,2
http://www.wikidata.org/entity/Q11105360,3
http://www.wikidata.org/entity/Q1110684,5
http://www.wikidata.org/entity/Q1110794,66
http://www.wikidata.org/entity/Q1111,2
http://www.wikidata.org/entity/Q11111030,1
http://www.wikidata.org/entity/Q111140,2
http://www.wikidata.org/entity/Q111161,19
http://www.wikidata.org/entity/Q11121294,2
http://www.wikidata.org/entity/Q1112477,1
http://www.wikidata.org/entity/Q11124885,2
http://www.wikidata.org/entity/Q1112537,2
http://www.wikidata.org/entity/Q11127777,6
http://www.wikidata.org/entity/Q1113289,1
http://www.wikidata.org/entity/Q1114448,17
http://www.wikidata.org/entity/Q1114461,33
http://www.wikidata.org/entity/Q1114515,1
http://www.wikidata.org/entity/Q11146,1
http://www.wikidata.org/entity/Q1115162,3
http://www.wikidata.org/entity/Q1115575,22
http://www.wikidata.org/entity/Q11158,1
http://www.wikidata.org/entity/Q11163999,7
http://www.wikidata.org/entity/Q11165,1
http://www.wikidata.org/entity/Q11166097,2
http://www.wikidata.org/entity/Q11166728,2
http://www.wikidata.org/entity/Q11173,945
http://www.wikidata.org/entity/Q11175039,1
http://www.wikidata.org/entity/Q11177771,6
http://www.wikidata.org/entity/Q11180,17
http://www.wikidata.org/entity/Q11183017,1
http://www.wikidata.org/entity/Q11183787,7
http://www.wikidata.org/entity/Q11184,2
http://www.wikidata.org/entity/Q11188,11
http://www.wikidata.org/entity/Q11190,69
http://www.wikidata.org/entity/Q11190742,2
http://www.wikidata.org/entity/Q11193,5
http://www.wikidata.org/entity/Q11196560,1
http://www.wikidata.org/entity/Q11197007,19
http://www.wikidata.org/entity/Q112014,21
http://www.wikidata.org/entity/Q11204,324
http://www.wikidata.org/entity/Q11206,2
http://www.wikidata.org/entity/Q112099,4
http://www.wikidata.org/entity/Q1121,1
http://www.wikidata.org/entity/Q11221827,2
http://www.wikidata.org/entity/Q11223800,2
http://www.wikidata.org/entity/Q1122846,21
http://www.wikidata.org/entity/Q11229,8
http://www.wikidata.org/entity/Q1123036,1
http://www.wikidata.org/entity/Q1123245,22
http://www.wikidata.org/entity/Q1123431,1
http://www.wikidata.org/entity/Q1123526,3
http://www.wikidata.org/entity/Q1123613,3
http://www.wikidata.org/entity/Q1124247,1
http://www.wikidata.org/entity/Q11244,1
http://www.wikidata.org/entity/Q1124833,2
http://www.wikidata.org/entity/Q1125239,2
http://www.wikidata.org/entity/Q1125341,3
http://www.wikidata.org/entity/Q11254,1
http://www.wikidata.org/entity/Q11255,2
http://www.wikidata.org/entity/Q1125776,1
http://www.wikidata.org/entity/Q11261,4
http://www.wikidata.org/entity/Q1126331,2
http://www.wikidata.org/entity/Q11264216,7
http://www.wikidata.org/entity/Q11266,2
http://www.wikidata.org/entity/Q11266439,630
http://www.wikidata.org/entity/Q11267645,1
http://www.wikidata.org/entity/Q11268,257
http://www.wikidata.org/entity/Q11269813,1
http://www.wikidata.org/entity/Q1127126,3
http://www.wikidata.org/entity/Q11271835,1
http://www.wikidata.org/entity/Q11274709,1
http://www.wikidata.org/entity/Q11276,1
http://www.wikidata.org/entity/Q11279677,3
http://www.wikidata.org/entity/Q1128255,1
http://www.wikidata.org/entity/Q1128324,1
http://www.wikidata.org/entity/Q1128397,5
http://www.wikidata.org/entity/Q112865,1
http://www.wikidata.org/entity/Q11287,1
http://www.wikidata.org/entity/Q11288,14
http://www.wikidata.org/entity/Q1129007,5
http://www.wikidata.org/entity/Q1129066,4
http://www.wikidata.org/entity/Q1129142,2
http://www.wikidata.org/entity/Q11292,11
http://www.wikidata.org/entity/Q1129474,2
http://www.wikidata.org/entity/Q1129645,4
http://www.wikidata.org/entity/Q1129795,1
http://www.wikidata.org/entity/Q1130252,26
http://www.wikidata.org/entity/Q11303,141
http://www.wikidata.org/entity/Q11303721,45
http://www.wikidata.org/entity/Q1130519,9
http://www.wikidata.org/entity/Q1130645,56
http://www.wikidata.org/entity/Q1130875,2
http://www.wikidata.org/entity/Q1131296,26
http://www.wikidata.org/entity/Q11313106,4
http://www.wikidata.org/entity/Q11313190,2
http://www.wikidata.org/entity/Q1131356,5
http://www.wikidata.org/entity/Q11315,90
http://www.wikidata.org/entity/Q113162,3
http://www.wikidata.org/entity/Q1131635,2
http://www.wikidata.org/entity/Q1131696,1
http://www.wikidata.org/entity/Q1132127,4
http://www.wikidata.org/entity/Q1132300,2
http://www.wikidata.org/entity/Q1132962,2
http://www.wikidata.org/entity/Q1132998,1
http://www.wikidata.org/entity/Q1133195,1
http://www.wikidata.org/entity/Q11338576,34
http://www.wikidata.org/entity/Q1134348,2
http://www.wikidata.org/entity/Q11344,956
http://www.wikidata.org/entity/Q11345,1
http://www.wikidata.org/entity/Q1134686,23
http://www.wikidata.org/entity/Q11348,26
http://www.wikidata.org/entity/Q11351,4
http://www.wikidata.org/entity/Q11353,14
http://www.wikidata.org/entity/Q1135306,2
http://www.wikidata.org/entity/Q11358,12
http://www.wikidata.org/entity/Q1135802,1
http://www.wikidata.org/entity/Q1136342,1
http://www.wikidata.org/entity/Q1136352,1
http://www.wikidata.org/entity/Q11364,4
http://www.wikidata.org/entity/Q11366,5
http://www.wikidata.org/entity/Q1136601,12
http://www.wikidata.org/entity/Q11367,5
http://www.wikidata.org/entity/Q11369,7
http://www.wikidata.org/entity/Q1136940,2
http://www.wikidata.org/entity/Q1137109,14
http://www.wikidata.org/entity/Q1137463,2
http://www.wikidata.org/entity/Q1137554,2
http://www.wikidata.org/entity/Q11375740,1
http://www.wikidata.org/entity/Q1137726,2
http://www.wikidata.org/entity/Q1137809,2
http://www.wikidata.org/entity/Q1137833,16
http://www.wikidata.org/entity/Q11378690,2
http://www.wikidata.org/entity/Q11379,36
http://www.wikidata.org/entity/Q1138237,2
http://www.wikidata.org/entity/Q1138456,1
http://www.wikidata.org/entity/Q1138590,1
http://www.wikidata.org/entity/Q11386,2
http://www.wikidata.org/entity/Q1138671,1
http://www.wikidata.org/entity/Q11387,1
http://www.wikidata.org/entity/Q11387554,4
http://www.wikidata.org/entity/Q1138868,2
http://www.wikidata.org/entity/Q11392127,1
http://www.wikidata.org/entity/Q1139274,2
http://www.wikidata.org/entity/Q1139327,1
http://www.wikidata.org/entity/Q1139493,2
http://www.wikidata.org/entity/Q11395,2
http://www.wikidata.org/entity/Q11396960,9
http://www.wikidata.org/entity/Q11397,1
http://www.wikidata.org/entity/Q11398090,3
http://www.wikidata.org/entity/Q11399,54
http://www.wikidata.org/entity/Q11401,22
http://www.wikidata.org/entity/Q11402,3
http://www.wikidata.org/entity/Q1140229,1
http://www.wikidata.org/entity/Q11403,2
